sensor_id,sensor_name,sensor_type
148002,I216TC.C6346 Indoor CO2 concentration,CO2
148003,I216-TE10.1_M Indoor air temperature,IndoorTemperature
148004,I216-TE10.2_M Indoor air temperature,IndoorTemperature
148005,I216-TE10.3_M Indoor air temperature,IndoorTemperature
148006,I216-TE10.4_M Indoor air temperature,IndoorTemperature
148007,I216-TE10.5_M Indoor air temperature,IndoorTemperature
148008,I216-TE10.6_M Indoor air temperature,IndoorTemperature
148132,I217-QE10.1_M 6.KRS Office Indoor air CO2 concentration,CO2
148133,I217-QE10.2_M 5.KRS Office Indoor air CO2 concentration,CO2
148135,I217TC.B5108.01 Indoor air temperature,IndoorTemperature
148136,I217TC.B5108.01 Relative humidity of indoor air,IndoorRH
148139,I217TC.B5108.01 Indoor air CO2 concentration,CO2
148141,I217TC.B5108.02 Indoor air temperature,IndoorTemperature
148142,I217TC.B5108.02 Relative humidity of indoor air,IndoorRH
148144,I217TC.B5108.02 Indoor air CO2 concentration,CO2
148146,I217TC.B5108.02 Indoor air CO2 concentration,CO2
148148,I217TC.B5118 Indoor air temperature,IndoorTemperature
148149,I217TC.B5118 Relative humidity of indoor air,IndoorRH
148152,I217TC.B5118 Indoor air CO2 concentration,CO2
148154,I217TC.B5121 Indoor air temperature,IndoorTemperature
148155,I217TC.B5121 Relative humidity of indoor air,IndoorRH
148158,I217TC.B5121 Indoor CO2 concentration,CO2
148160,I217TC.B5335 Indoor air temperature,IndoorTemperature
148161,I217TC.B5335 Relative humidity of indoor air,IndoorRH
148164,I217TC.B5335 Indoor CO2 concentration,CO2
148167,I217TC.B5336 Relative humidity of indoor air,IndoorRH
148170,I217TC.B5336 Indoor CO2 concentration,CO2
148172,I217TC.B5337 Indoor air temperature,IndoorTemperature
148173,I217TC.B5337 Relative humidity of indoor air,IndoorRH
148176,I217TC.B5337 Indoor CO2 concentration,CO2
148178,I217TC.B6117 Indoor air temperature,IndoorTemperature
148179,I217TC.B6117 Relative humidity of indoor air,IndoorRH
148182,I217TC.B6117 Indoor air CO2 concentration,CO2
148184,I217TC.B6120 Indoor air temperature,IndoorTemperature
148185,I217TC.B6120 Relative humidity of indoor air,IndoorRH
148188,I217TC.B6120 Indoor air CO2 concentration,CO2
148190,I217TC.B6335 Indoor air temperature,IndoorTemperature
148191,I217TC.B6335 Relative humidity of indoor air,IndoorRH
148194,I217TC.B6335 Indoor CO2 concentration,CO2
148196,I217TC.B6336 Indoor air temperature,IndoorTemperature
148197,I217TC.B6336 Relative humidity of indoor air,IndoorRH
148200,I217TC.B6336 Indoor CO2 concentration,CO2
148202,I217TC.B6337 Indoor air temperature,IndoorTemperature
148203,I217TC.B6337 Relative humidity of indoor air,IndoorRH
148206,I217TC.B6337 Indoor CO2 concentration,CO2
148207,I217-TE10.1_M Indoor air temperature,IndoorTemperature
148208,I217-TE10.2_M Indoor air temperature,IndoorTemperature
148341,I218-ME.B5108_M Relative humidity of indoor air,IndoorRH
148344,I218-QE10.1_M 5.KRS Office Indoor air CO2 concentration,CO2
148346,I218TC.B5108 Indoor air temperature,IndoorTemperature
148347,I218TC.B5108 Relative humidity of indoor air,IndoorRH
148350,I218TC.B5108 Indoor air CO2 concentration,CO2
148352,I218TC.B5108.01 Indoor air temperature,IndoorTemperature
148353,I218TC.B5108.01 Relative humidity of indoor air,IndoorRH
148356,I218TC.B5108.01 Indoor air CO2 concentration,CO2
148358,I218TC.B5108.3 Indoor air temperature,IndoorTemperature
148359,I218TC.B5108.3 Relative humidity of indoor air,IndoorRH
148362,I218TC.B5108.3 Indoor air CO2 concentration,CO2
148364,I218TC.B5109 Indoor air temperature,IndoorTemperature
148365,I218TC.B5109 Relative humidity of indoor air,IndoorRH
148368,I218TC.B5109 Indoor CO2 concentration,CO2
148370,I218TC.B5112 Indoor air temperature,IndoorTemperature
148371,I218TC.B5112 Relative humidity of indoor air,IndoorRH
148373,I218TC.B5112 Indoor air CO2 concentration,CO2
148375,I218TC.B5112 Indoor air CO2 concentration,CO2
148377,I218TC.B5317 Indoor air temperature,IndoorTemperature
148378,I218TC.B5317 Relative humidity of indoor air,IndoorRH
148380,I218TC.B5317 Indoor CO2 concentration,CO2
148382,I218TC.B5317 Indoor CO2 concentration,CO2
148384,I218TC.B5318 Indoor air temperature,IndoorTemperature
148385,I218TC.B5318 Relative humidity of indoor air,IndoorRH
148388,I218TC.B5318 Indoor CO2 concentration,CO2
148390,I218TC.B5319 Indoor air temperature,IndoorTemperature
148391,I218TC.B5319 Relative humidity of indoor air,IndoorRH
148394,I218TC.B5319 Indoor air CO2 concentration,CO2
148396,I218TC.B5320 Indoor air temperature,IndoorTemperature
148397,I218TC.B5320 Relative humidity of indoor air,IndoorRH
148400,I218TC.B5320 Indoor CO2 concentration,CO2
148402,I218TC.B5321 Indoor air temperature,IndoorTemperature
148403,I218TC.B5321 Relative humidity of indoor air,IndoorRH
148406,I218TC.B5321 Indoor CO2 concentration,CO2
148408,I218TC.B5322 Indoor air temperature,IndoorTemperature
148409,I218TC.B5322 Relative humidity of indoor air,IndoorRH
148412,I218TC.B5322 Indoor air CO2 concentration,CO2
148414,I218TC.B5323 Indoor air temperature,IndoorTemperature
148415,I218TC.B5323 Relative humidity of indoor air,IndoorRH
148418,I218TC.B5323 Indoor CO2 concentration,CO2
148420,I218TC.B5324 Indoor air temperature,IndoorTemperature
148421,I218TC.B5324 Relative humidity of indoor air,IndoorRH
148424,I218TC.B5324 Indoor CO2 concentration,CO2
148426,I218TC.B5325 Indoor air temperature,IndoorTemperature
148427,I218TC.B5325 Relative humidity of indoor air,IndoorRH
148430,I218TC.B5325 Indoor CO2 concentration,CO2
148432,I218TC.B5329 Indoor air temperature,IndoorTemperature
148433,I218TC.B5329 Relative humidity of indoor air,IndoorRH
148436,I218TC.B5329 Indoor CO2 concentration,CO2
148438,I218TC.B5331 Indoor air temperature,IndoorTemperature
148439,I218TC.B5331 Relative humidity of indoor air,IndoorRH
148442,I218TC.B5331 Indoor CO2 concentration,CO2
148444,I218TC.B5332 Indoor air temperature,IndoorTemperature
148445,I218TC.B5332 Relative humidity of indoor air,IndoorRH
150253,JKB3 - Electricity consumption of lighting,Electricity
148448,I218TC.B5332 Indoor CO2 concentration,CO2
148449,I218-TE.B5108_M Indoor air temperature,IndoorTemperature
148450,I218-TE10.1_M Indoor air temperature,IndoorTemperature
148547,I219-ME.A5101_M Relative humidity of indoor air,IndoorRH
148551,I219TC.A5101.01 Indoor air temperature,IndoorTemperature
148552,I219TC.A5101.01 Relative humidity of indoor air,IndoorRH
148555,I219TC.A5101.01 Indoor air CO2 concentration,CO2
148557,I219TC.A5101.02 Indoor air temperature,IndoorTemperature
148558,I219TC.A5101.02 Relative humidity of indoor air,IndoorRH
148560,I219TC.A5101.02 Indoor air CO2 concentration,CO2
148562,I219TC.A5101.02 Indoor air CO2 concentration,CO2
148564,I219TC.A5101.03 Indoor air temperature,IndoorTemperature
148565,I219TC.A5101.03 Relative humidity of indoor air,IndoorRH
148568,I219TC.A5101.03 Indoor air CO2 concentration,CO2
148570,I219TC.A5101.04 Indoor air temperature,IndoorTemperature
148571,I219TC.A5101.04 Relative humidity of indoor air,IndoorRH
148574,I219TC.A5101.04 Indoor air CO2 concentration,CO2
148576,I219TC.A5101.05 Indoor air temperature,IndoorTemperature
148577,I219TC.A5101.05 Relative humidity of indoor air,IndoorRH
148580,I219TC.A5101.05 Indoor air CO2 concentration,CO2
148582,I219TC.A5101.06 Indoor air temperature,IndoorTemperature
148583,I219TC.A5101.06 Relative humidity of indoor air,IndoorRH
148586,I219TC.A5101.06 Indoor air CO2 concentration,CO2
148588,I219TC.A5101.07 Indoor air temperature,IndoorTemperature
148589,I219TC.A5101.07 Relative humidity of indoor air,IndoorRH
148591,I219TC.A5101.07 Indoor air CO2 concentration,CO2
148593,I219TC.A5101.07 Indoor air CO2 concentration,CO2
148595,I219TC.A5101.08 Indoor air temperature,IndoorTemperature
148596,I219TC.A5101.08 Relative humidity of indoor air,IndoorRH
148599,I219TC.A5101.08 Indoor air CO2 concentration,CO2
148601,I219TC.A5101.09 Indoor air temperature,IndoorTemperature
148602,I219TC.A5101.09 Relative humidity of indoor air,IndoorRH
148605,I219TC.A5101.09 Indoor air CO2 concentration,CO2
148607,I219TC.A5101.10 Indoor air temperature,IndoorTemperature
148608,I219TC.A5101.10 Relative humidity of indoor air,IndoorRH
148610,I219TC.A5101.10 Indoor air CO2 concentration,CO2
148612,I219TC.A5101.10 Indoor air CO2 concentration,CO2
148614,I219TC.A5101.11 Indoor air temperature,IndoorTemperature
148615,I219TC.A5101.11 Relative humidity of indoor air,IndoorRH
148618,I219TC.A5101.11 Indoor air CO2 concentration,CO2
148620,I219TC.A5101.12 Indoor air temperature,IndoorTemperature
148621,I219TC.A5101.12 Relative humidity of indoor air,IndoorRH
148624,I219TC.A5101.12 Indoor air CO2 concentration,CO2
148626,I219TC.A5101.13 Indoor air temperature,IndoorTemperature
148627,I219TC.A5101.13 Relative humidity of indoor air,IndoorRH
148630,I219TC.A5101.13 Indoor air CO2 concentration,CO2
148632,I219TC.A5101.14 Indoor air temperature,IndoorTemperature
148633,I219TC.A5101.14 Relative humidity of indoor air,IndoorRH
148636,I219TC.A5101.14 Indoor air CO2 concentration,CO2
148638,I219TC.A5101.15 Indoor air temperature,IndoorTemperature
148639,I219TC.A5101.15 Relative humidity of indoor air,IndoorRH
148641,I219TC.A5101.15 Indoor air CO2 concentration,CO2
148643,I219TC.A5101.15 Indoor air CO2 concentration,CO2
148645,I219TC.A5101.16 Indoor air temperature,IndoorTemperature
148646,I219TC.A5101.16 Relative humidity of indoor air,IndoorRH
148649,I219TC.A5101.16 Indoor air CO2 concentration,CO2
148651,I219TC.A5304 Indoor air temperature,IndoorTemperature
148652,I219TC.A5304 Relative humidity of indoor air,IndoorRH
148655,I219TC.A5304 Indoor air CO2 concentration,CO2
148657,I219TC.A5305 Indoor air temperature,IndoorTemperature
148658,I219TC.A5305 Relative humidity of indoor air,IndoorRH
148661,I219TC.A5305 Indoor CO2 concentration,CO2
148663,I219TC.A5308 Indoor air temperature,IndoorTemperature
148664,I219TC.A5308 Relative humidity of indoor air,IndoorRH
148667,I219TC.A5308 Indoor CO2 concentration,CO2
148669,I219TC.A5309 Indoor air temperature,IndoorTemperature
148670,I219TC.A5309 Relative humidity of indoor air,IndoorRH
148673,I219TC.A5309 Indoor CO2 concentration,CO2
148675,I219TC.A5310 Indoor air temperature,IndoorTemperature
148676,I219TC.A5310 Relative humidity of indoor air,IndoorRH
148680,I219TC.A5310 Indoor air CO2 concentration,CO2
148682,I219TC.A5316 Indoor air temperature,IndoorTemperature
148683,I219TC.A5316 Relative humidity of indoor air,IndoorRH
148687,I219TC.A5316 Indoor CO2 concentration,CO2
148822,I221-ME.B6108_M Relative humidity of indoor air,IndoorRH
148825,I221-QE10.1_M 6.KRS Office Indoor air CO2 concentration,CO2
148828,I221TC.B6108.01 Indoor air temperature,IndoorTemperature
148829,I221TC.B6108.01 Indoor air temperature,IndoorTemperature
148830,I221TC.B6108.01 Relative humidity of indoor air,IndoorRH
148831,I221TC.B6108.01 Relative humidity of indoor air,IndoorRH
148836,I221TC.B6108.01 Indoor air CO2 concentration,CO2
148837,I221TC.B6108.01 Indoor air CO2 concentration,CO2
148840,I221TC.B6108.02 Indoor air temperature,IndoorTemperature
148841,I221TC.B6108.02 Indoor air temperature,IndoorTemperature
148842,I221TC.B6108.02 Relative humidity of indoor air,IndoorRH
148843,I221TC.B6108.02 Relative humidity of indoor air,IndoorRH
148846,I221TC.B6108.02 Indoor air CO2 concentration,CO2
148849,I221TC.B6108.02 Indoor air CO2 concentration,CO2
148850,I221TC.B6108.02 Indoor air CO2 concentration,CO2
148852,I221TC.B6108.03 Indoor air temperature,IndoorTemperature
148853,I221TC.B6108.03 Relative humidity of indoor air,IndoorRH
148855,I221TC.B6108.03 Indoor air CO2 concentration,CO2
148857,I221TC.B6108.03 Indoor air CO2 concentration,CO2
148859,I221TC.B6109 Indoor air temperature,IndoorTemperature
148860,I221TC.B6109 Relative humidity of indoor air,IndoorRH
148863,I221TC.B6109 Indoor air CO2 concentration,CO2
148865,I221TC.B6112 Indoor air temperature,IndoorTemperature
148866,I221TC.B6112 Relative humidity of indoor air,IndoorRH
148869,I221TC.B6112 Indoor air CO2 concentration,CO2
148871,I221TC.B6317 Indoor air temperature,IndoorTemperature
148872,I221TC.B6317 Relative humidity of indoor air,IndoorRH
148874,I221TC.B6317 Indoor CO2 concentration,CO2
148876,I221TC.B6317 Indoor CO2 concentration,CO2
148878,I221TC.B6318 Indoor air temperature,IndoorTemperature
148879,I221TC.B6318 Relative humidity of indoor air,IndoorRH
148882,I221TC.B6318 Indoor air CO2 concentration,CO2
148884,I221TC.B6319 Indoor air temperature,IndoorTemperature
148885,I221TC.B6319 Relative humidity of indoor air,IndoorRH
148888,I221TC.B6319 Indoor CO2 concentration,CO2
148890,I221TC.B6320 Indoor air temperature,IndoorTemperature
148891,I221TC.B6320 Relative humidity of indoor air,IndoorRH
148894,I221TC.B6320 Indoor air CO2 concentration,CO2
148896,I221TC.B6321 Indoor air temperature,IndoorTemperature
148897,I221TC.B6321 Relative humidity of indoor air,IndoorRH
148899,I221TC.B6321 Indoor CO2 concentration,CO2
148901,I221TC.B6321 Indoor CO2 concentration,CO2
148903,I221TC.B6322 Indoor air temperature,IndoorTemperature
148904,I221TC.B6322 Relative humidity of indoor air,IndoorRH
148907,I221TC.B6322 Indoor air CO2 concentration,CO2
148909,I221TC.B6323 Indoor air temperature,IndoorTemperature
148910,I221TC.B6323 Relative humidity of indoor air,IndoorRH
148913,I221TC.B6323 Indoor CO2 concentration,CO2
148915,I221TC.B6324 Indoor air temperature,IndoorTemperature
148916,I221TC.B6324 Relative humidity of indoor air,IndoorRH
148919,I221TC.B6324 Indoor air CO2 concentration,CO2
148921,I221TC.B6325 Indoor air temperature,IndoorTemperature
148922,I221TC.B6325 Relative humidity of indoor air,IndoorRH
148925,I221TC.B6325 Indoor CO2 concentration,CO2
148927,I221TC.B6329 Indoor air temperature,IndoorTemperature
148928,I221TC.B6329 Relative humidity of indoor air,IndoorRH
148931,I221TC.B6329 Indoor CO2 concentration,CO2
148933,I221TC.B6331 Indoor air temperature,IndoorTemperature
148934,I221TC.B6331 Relative humidity of indoor air,IndoorRH
148937,I221TC.B6331 Indoor CO2 concentration,CO2
148939,I221TC.B6332 Indoor air temperature,IndoorTemperature
148940,I221TC.B6332 Relative humidity of indoor air,IndoorRH
148943,I221TC.B6332 Indoor air CO2 concentration,CO2
148945,I221TC.B6339 Indoor air temperature,IndoorTemperature
148946,I221TC.B6339 Relative humidity of indoor air,IndoorRH
148949,I221TC.B6339 Indoor CO2 concentration,CO2
148950,I221-TE.B6108_M Indoor air temperature,IndoorTemperature
148951,I221-TE10.1_M Indoor air temperature,IndoorTemperature
